,CryoSleep,Age,VIP,Cabin_num,Cabin_side,Spendings,Cabin_deck_1,Cabin_deck_2,Cabin_deck_3,Cabin_deck_4,Cabin_deck_5,Cabin_deck_6,Cabin_deck_7,Cabin_deck_8,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown,preds_xgb,preds_mlp
29,True,26,False,9,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
30,False,19,False,11,False,628.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
31,True,48,False,12,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
32,False,23,False,7,True,907.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
33,False,24,False,8,True,784.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
34,False,19,False,3,True,787.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False
35,True,24,False,19,False,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
36,False,27,False,10,True,1817.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
37,True,6,False,17,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
38,False,33,False,21,False,866.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
39,False,23,False,18,True,1235.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
40,False,30,False,22,False,2070.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
41,False,28,False,13,True,1014.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
42,False,1,False,13,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
43,False,20,False,25,False,600.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
44,True,17,False,26,False,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,True,True
45,False,34,False,22,True,596.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
46,False,24,False,4,True,790.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,False
47,False,29,False,14,True,884.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
48,False,20,False,26,True,2616.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
49,True,5,False,15,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,False
50,True,22,False,6,True,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
51,False,16,False,6,True,9296.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
52,True,7,False,16,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,False
53,False,36,False,28,False,607.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,False
54,False,26,False,4,False,2763.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False,False
55,False,40,False,28,True,928.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
56,True,29,False,24,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
57,True,2,False,30,False,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
58,False,23,False,30,False,1289.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
59,False,0,False,30,False,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
60,False,30,False,2,True,18513.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
61,False,56,False,6,True,790.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False
62,True,36,False,7,True,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
63,True,56,False,7,True,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
64,False,19,False,32,False,776.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
65,True,39,False,21,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
66,False,38,False,33,True,1389.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
67,True,28,False,34,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
68,False,35,False,1,True,2550.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
69,False,26,False,9,False,989.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,False,False
70,False,31,False,33,False,705.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
71,False,38,False,34,False,759.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
72,False,27,False,35,True,1183.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,False
73,True,30,False,36,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,True,True
74,False,22,False,29,False,772.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
75,True,29,False,7,False,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
76,True,0,False,25,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
77,True,8,False,25,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,False
78,True,3,False,25,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
79,True,27,False,25,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
80,False,9,False,25,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
81,False,29,False,39,True,827.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
82,False,18,False,40,True,931.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
83,False,22,False,7,True,1372.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
84,False,24,False,37,False,1421.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
85,True,25,False,38,False,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,True,True
86,False,36,False,39,False,932.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
87,True,14,False,4,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
88,True,24,False,4,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
89,False,26,True,4,True,5010.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
90,False,29,False,43,True,2068.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
91,False,40,False,33,True,627.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
92,False,46,False,12,False,3678.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,False
93,False,42,False,12,False,4827.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,False,False
94,True,23,False,34,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
95,False,19,False,35,True,754.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
96,False,25,False,7,False,13465.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,False,False
97,True,35,False,4,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
98,True,42,False,4,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
99,False,35,False,4,False,9694.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
100,True,29,False,49,True,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,True,True
101,False,20,False,49,True,786.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
102,True,25,False,40,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
103,True,36,False,51,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
104,False,39,False,7,True,2578.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
105,True,23,False,9,True,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,True,True
106,True,19,False,9,True,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,True,True
107,False,50,False,41,True,907.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
108,False,41,False,48,False,728.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
109,False,19,False,55,True,2925.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,False,False
110,False,20,False,39,False,888.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
111,True,19,False,5,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
112,True,38,False,5,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
113,False,32,False,5,False,11113.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False
114,False,44,False,12,True,1298.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
115,False,18,False,57,True,1680.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
116,False,49,False,58,True,1709.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
117,False,23,False,13,True,3188.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,True,False
118,False,31,False,44,True,922.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
119,False,55,False,10,True,1057.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
120,False,60,False,60,True,7082.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
121,True,20,False,60,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
122,False,34,False,14,True,1299.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
123,False,14,False,17,False,2081.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False
124,True,26,False,17,False,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,True,True
125,False,19,False,6,False,4509.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
126,True,25,False,6,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
127,False,42,False,62,True,721.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,False
128,False,18,False,53,False,902.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
129,False,50,False,15,True,1299.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
130,False,26,False,56,False,1360.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
131,False,35,False,66,True,671.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
132,False,58,False,57,False,1473.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,False,False
133,False,20,False,58,False,619.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,False
134,False,28,False,11,True,17176.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False
135,True,12,False,48,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
136,False,20,False,17,True,10.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,True,False
137,True,22,False,49,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
138,False,31,False,43,False,723.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
139,True,24,False,52,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
140,False,17,False,18,True,2099.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
141,True,28,False,69,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,True,True
142,False,48,False,54,True,755.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
143,False,38,False,71,True,1256.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
144,True,20,False,55,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
145,False,52,False,75,True,802.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
146,False,15,False,75,True,645.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,False,False
147,False,25,False,75,True,776.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
148,True,14,False,56,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,True
149,True,28,False,56,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,True
150,False,16,False,75,True,1938.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
151,False,48,False,56,True,1018.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
152,False,36,False,75,True,865.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
153,False,19,False,19,True,684.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,False
154,True,43,False,58,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,False,True
155,True,32,False,8,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
156,False,54,False,8,True,9288.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
157,False,33,False,4,False,10352.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
158,True,21,False,4,False,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
159,False,33,False,4,False,2626.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
160,True,28,False,4,False,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
161,False,23,False,4,False,3365.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
162,False,26,False,4,False,2443.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
163,True,2,False,61,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
164,True,21,False,61,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
165,False,70,False,79,True,1380.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
166,False,20,False,80,True,1707.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
167,False,31,False,22,False,996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False
168,False,8,False,22,False,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,True,False
169,True,5,False,22,False,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False
170,False,45,False,81,True,1224.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
171,True,24,False,52,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
172,False,55,False,11,False,5832.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,False,False
173,False,18,False,86,True,804.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
174,False,59,False,12,False,1678.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
175,True,61,False,67,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
176,False,46,False,58,False,4927.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,False
177,False,29,False,87,True,1349.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
178,True,18,False,68,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
179,True,20,False,10,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
180,False,28,False,88,True,2223.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
181,False,26,False,70,False,901.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
182,False,32,False,93,True,3177.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
183,False,18,False,23,False,663.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False
184,False,50,False,94,True,737.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
185,False,47,False,70,True,808.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
186,True,15,False,70,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
187,True,35,False,70,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,True,False
188,False,49,False,95,True,1071.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
189,False,32,False,12,True,8449.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
190,False,63,False,61,False,845.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
191,False,54,False,73,False,1598.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
192,False,21,False,74,False,776.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
193,False,38,False,14,True,2577.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
194,False,50,False,24,False,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False
195,False,32,False,82,False,1548.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
196,True,33,False,17,False,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
197,False,30,False,16,True,1399.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False
198,True,28,False,68,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
199,True,22,False,17,True,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,True,True
200,True,28,False,17,True,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,True,True
201,True,37,False,17,True,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,True,True
202,False,59,False,17,True,2789.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
203,False,31,False,18,False,5278.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
204,False,25,False,102,True,803.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
205,False,38,False,14,True,7869.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
206,True,37,False,14,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
207,True,44,False,16,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
208,False,45,False,18,True,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False
209,True,53,False,104,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,True,True
210,False,21,False,75,True,708.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,False
211,True,33,False,31,True,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,True,False
212,True,18,False,105,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
213,False,37,False,106,True,1037.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,False,False
214,False,34,False,17,False,1057.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,False
215,True,46,False,72,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
216,True,18,False,15,True,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True
217,False,19,False,15,True,2264.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,False,True
218,True,4,False,73,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
219,True,0,False,73,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
220,True,12,False,73,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
221,False,7,False,73,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
222,False,34,False,73,False,3044.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
223,False,10,False,73,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,False
224,False,0,False,77,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,True,True
225,True,14,False,77,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,True,True
226,True,27,False,107,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
227,False,21,False,108,True,864.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
228,False,37,False,20,True,6751.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,False,False
229,False,17,False,76,False,892.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,False,False
230,True,17,False,79,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
231,False,35,False,0,False,7412.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False,False
232,True,34,False,80,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
233,False,17,False,21,False,3999.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
234,False,39,False,21,False,6309.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False
235,False,35,False,22,False,5016.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,False
236,True,17,False,22,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
237,False,29,False,34,False,683.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,False,False
238,False,15,False,94,False,7349.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
239,False,37,False,35,False,1297.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False
240,True,36,False,23,False,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,True,True
241,True,36,False,85,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
242,False,18,False,20,False,9412.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,False,False
243,False,61,False,112,True,2222.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
244,True,45,False,113,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
245,True,21,False,113,True,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
246,False,65,False,101,False,804.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
247,False,27,False,104,False,1309.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False,False
248,True,13,False,104,False,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,True,True
249,True,17,False,84,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,True,True
250,True,44,False,84,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
251,True,21,False,88,True,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
252,False,16,False,119,True,2868.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
253,False,41,False,122,True,1064.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
254,True,40,False,88,False,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,True
255,False,16,False,92,True,492.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,False
256,False,17,False,127,True,697.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
257,False,40,False,110,False,879.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False
